redshift,log_sfr,log_mass,is_star_forming,u_flux,r_flux,zpp_flux,yhsc_flux,h_flux,ks_flux,splash1_flux,splash2_flux
0.348,-0.106977,8.7857,1,1.29599,4.35545,6.88107,6.4681,7.99733,9.43118,7.5034,6.44953
0.431,-0.132148,8.50825,1,0.333536,0.803569,1.23694,1.66671,0.986424,1.59882,0.903275,0.620089
0.645,-2.23195,10.0953,0,0.0756957,1.24998,5.17933,6.19898,11.8211,14.9585,14.1281,8.99163
0.335,-0.0404831,10.6252,0,1.77812,36.0248,97.0038,112.594,198.713,255.927,182.025,151.194
0.375,-0.485381,9.49215,0,0.202833,2.50531,5.60133,6.22048,8.48998,10.2423,5.35509,4.10638
1.152,0.277334,10.1864,1,0.738105,1.18222,3.72574,4.06539,5.41358,6.23994,8.45861,6.97668
1.574,1.09827,11.2737,0,0.108803,0.82004,4.17034,6.48973,19.7495,24.8488,39.5393,45.0658
1.217,1.32025,10.2988,1,1.25112,1.91389,4.75775,5.39166,7.68878,10.2531,15.5626,14.7488
1.068,1.52837,10.1073,1,1.01217,2.15942,5.99426,6.26378,8.74897,11.3431,13.4772,10.7361
0.361,-0.140233,10.5541,0,0.865996,18.4589,48.2999,55.7382,94.3499,121.541,68.0102,55.6902
0.711,0.289152,9.18835,1,0.610758,1.05877,2.26426,2.0452,2.028,1.93646,1.63298,0.920384
0.335,0.275242,9.2295,0,2.30753,15.6773,38.2273,42.3626,74.4473,96.7607,75.4365,68.165
1.217,1.03579,10.3112,1,0.764218,1.54085,5.00123,6.73579,12.903,18.0583,31.7468,30.9148
0.596,0.615571,10.1072,1,1.3328,6.32239,16.0866,18.3137,30.9175,39.3433,37.868,27.4786
0.853,0.928121,10.9852,0,0.164689,2.49393,17.4129,20.5577,46.6991,66.9828,72.5871,52.0819
1.195,1.06077,10.7754,0,0.30628,1.03999,5.77469,7.98526,18.1812,26.181,38.3208,34.9985
1.353,0.550364,10.7322,0,0.333045,0.742647,3.32574,5.34302,10.8435,13.8873,21.1311,19.9516
0.504,-0.763773,10.4867,0,0.440208,7.85484,23.6578,26.4372,43.6046,53.2968,43.0083,30.044
0.746,1.09093,10.0118,1,0.487427,2.16194,6.86094,7.68612,14.1125,18.5603,19.8261,13.5934
0.853,1.38067,10.6117,0,1.51238,4.56131,19.2911,21.1142,41.439,58.5473,79.3174,55.6053
0.928,1.06099,10.8245,0,0.338649,2.75808,17.5359,20.8168,44.746,64.7777,111.921,86.1273
1.261,0.992283,11.0036,0,0.220724,1.26232,6.48322,9.34457,25.089,37.915,60.0016,54.0117
1.088,0.594774,10.644,0,0.137284,0.717009,4.76359,6.30689,12.8558,18.9859,27.3092,22.2549
0.928,0.0147404,10.9882,0,0.117478,2.19652,14.5117,17.128,32.8795,45.1177,62.7962,47.3224
0.27,-0.469802,8.25158,1,0.838,1.76341,2.09908,1.90776,2.12159,2.04632,0.970771,0.681061
0.872,1.09668,10.1586,1,0.934252,2.27819,7.67669,8.33485,11.5041,14.5128,17.561,12.9988
0.348,0.39459,9.20879,1,2.82696,8.48658,12.9452,12.9254,14.1852,16.1145,10.6263,8.53429
0.729,0.970742,10.1463,1,1.38293,4.41254,13.1953,15.3631,24.9933,33.6109,40.088,26.7287
0.948,1.15966,10.0093,1,1.63492,2.76647,7.75958,8.46643,11.5823,15.1038,40.4011,40.9113
0.116,-1.09606,8.28925,0,3.86513,16.7267,28.5303,30.9158,35.9066,32.9614,61.3805,44.1941
0.746,0.648208,9.4412,1,1.07554,1.64231,3.3261,2.80538,3.38769,3.75105,3.49704,2.04368
1.473,1.44808,10.6849,1,0.421605,0.904766,2.8176,4.2313,9.98443,12.6669,19.5577,20.4217
0.746,0.918357,10.1823,0,0.146438,1.48693,5.7738,7.00121,12.3063,16.3153,16.7383,11.7195
0.375,0.335092,9.63505,0,1.38273,7.22345,15.6012,17.4168,23.6915,28.6185,19.1396,17.7826
1.4,1.24044,10.0531,1,0.544196,0.853805,1.80255,2.29448,4.07478,5.15011,5.4401,6.26277
0.375,0.400473,9.61855,0,1.66405,10.8481,24.8376,27.1305,41.7517,52.9146,30.9098,29.8868
0.596,0.525561,9.66247,1,1.30748,3.333,6.28532,6.79697,9.06008,9.70318,8.54157,5.97705
0.138,0.0707746,8.72206,1,12.3961,28.3522,38.7312,41.3543,43.7878,44.1255,34.0182,26.4457
1.239,0.928372,10.4239,1,0.604538,1.22756,4.2624,5.04153,10.0627,15.2768,23.9556,20.5155
3.448,1.75015,11.0514,0,0.219711,0.688361,0.780682,0.889768,1.58351,5.09128,7.85023,11.0705
0.46,-0.897552,9.04445,0,0.134829,1.52266,4.31235,4.98649,8.89184,10.5468,0.418012,0.499846
0.361,0.189702,8.73562,1,1.05116,2.87194,4.29045,3.84681,4.16807,4.66149,3.03556,3.02339
0.89,1.0672,9.93791,1,1.53215,2.74207,7.6148,7.84936,10.878,13.6388,18.6523,12.853
0.948,0.988256,10.4015,0,0.172334,1.02166,5.62576,6.54586,15.6047,24.4879,36.535,27.0014
0.208,-1.40464,8.52254,1,0.480552,1.98848,3.24748,3.27782,3.52121,4.07248,2.02961,1.52955
0.389,0.427249,10.0588,0,0.40206,6.11663,20.6305,25.0488,47.6071,63.478,47.6624,41.7317
0.967,1.04601,10.5181,0,0.234571,1.21732,6.75419,7.98132,15.9913,21.8269,29.8998,21.2437
0.817,0.731491,10.655,0,0.169829,1.37828,9.41923,11.2981,26.4547,38.8942,47.9643,32.6615
0.781,1.28283,9.46369,1,3.96469,4.1736,6.62933,5.17374,6.0091,6.48655,2.0788,3.37854
0.928,1.31423,10.4397,0,0.889187,2.59484,11.4075,13.1075,25.8268,36.9531,54.3497,38.5614
1.195,1.57226,10.7221,0,1.08411,2.50473,11.2823,13.8591,29.7683,43.0832,63.9749,59.6317
1.152,-0.893783,10.6897,0,0.190708,0.886285,6.17216,8.20071,17.4936,25.8457,40.0391,33.022
0.094,-0.523956,8.5872,1,12.4536,39.206,57.0269,61.4028,65.5782,60.2395,40.0916,29.6728
0.645,-1.09677,10.3276,0,0.137124,2.27148,8.93884,10.2202,18.6365,23.7566,22.29,14.7325
0.661,-0.474373,9.40396,1,0.263338,0.843134,1.92204,1.67333,2.45653,1.51522,2.01632,1.23623
0.645,-0.482397,10.6549,0,0.263687,4.92681,21.9107,26.2129,49.0929,64.6528,72.1969,46.1333
0.22,-0.216587,8.57988,1,2.54024,7.77971,13.4088,14.7757,20.615,25.6323,28.5706,19.7376
0.348,-0.0996664,9.19258,1,0.967953,3.99433,6.55894,6.986,7.9914,9.16533,6.00381,5.1906
0.184,0.236075,9.60973,0,17.6053,116.836,286.213,330.837,606.926,732.863,581.905,483.272
0.321,0.294699,9.62761,0,2.95922,33.2034,84.2204,95.1072,164.495,210.888,162.493,140.596
0.645,-0.0950449,9.97185,0,0.487331,2.63143,8.35052,9.82771,21.8861,32.4862,37.6351,27.5352
0.967,1.19639,10.3142,0,0.400973,1.39499,6.78681,8.10534,19.1508,31.6515,53.182,40.8593
0.967,0.82381,10.6997,0,0.11462,1.16569,7.52284,8.65098,17.046,23.4049,28.3961,20.2727
2.61,2.01905,10.5013,1,0.913292,2.18658,2.6371,2.52324,4.86593,6.47685,7.26626,7.17118
0.711,1.00243,10.1246,1,1.32259,4.66541,11.9732,13.7648,20.6455,25.4793,28.7706,20.3744
0.348,0.0778791,9.32452,1,0.917388,4.39976,8.86903,9.49725,12.6189,15.6522,9.21002,8.71097
1.088,1.26492,10.3444,1,1.22191,2.13526,6.72725,6.94611,10.1541,13.6716,18.9968,15.031
0.711,0.0840764,10.8362,0,0.121347,2.94767,16.4184,19.8535,37.8123,52.3217,55.8989,34.8685
0.694,0.515818,9.43721,1,0.995323,1.76577,3.19852,3.37239,3.76453,3.80874,4.05583,2.8252
0.504,-0.370703,9.62157,1,0.074314,1.90693,7.73137,9.14164,24.0308,36.1218,41.1512,32.3197
0.872,1.06318,9.72868,1,1.17638,1.81919,4.49935,4.75021,5.92342,6.68502,7.30858,5.51309
1.109,1.30384,9.84349,1,0.616111,1.13446,2.72933,2.79984,4.26493,5.74205,6.70491,5.76623
0.799,1.26289,10.1936,1,1.73677,4.14703,12.591,13.5784,20.6772,26.6739,32.5964,23.5848
1.843,1.31822,11.251,0,0.278263,0.97902,2.84131,2.98019,16.588,22.5088,45.2511,45.3673
1.195,1.41149,10.0369,1,1.58817,2.11347,4.67898,4.87622,5.79674,6.83058,8.71697,7.19784
0.375,0.810121,9.4572,1,6.43216,17.9745,31.2266,31.7542,43.8588,52.7081,35.2266,34.7627
1.217,-1.18062,10.7743,1,0.178709,0.789086,5.97014,7.94827,21.6621,35.5968,74.3837,68.3499
0.232,-0.698606,8.63716,1,0.906751,2.97813,4.11388,4.40864,4.58683,5.46161,2.74156,2.33209
0.01,-3.41858,6.27633,1,3.49875,7.20878,9.53478,9.93293,9.05531,7.1911,6.86527,3.5763
0.928,0.917921,10.3213,0,0.117993,0.919543,4.6765,5.67204,11.1724,16.7575,22.7853,16.0747
0.928,1.20165,10.5465,0,0.828628,2.31965,10.6881,12.1663,23.2477,32.85,45.4768,32.2743
0.348,0.801416,9.57037,1,7.33563,22.1745,38.5785,36.7356,46.137,53.6669,39.0275,42.1098
0.596,0.76016,10.1847,1,1.41059,6.65908,16.5539,18.7921,32.4251,41.217,39.2346,29.3788
0.711,0.699634,9.87986,1,0.675462,2.2031,6.25855,6.85848,11.2754,14.0324,15.0851,10.9211
0.799,0.969615,10.545,0,1.24695,3.67844,16.2374,17.5504,28.4066,37.6088,43.8915,30.8177
0.746,2.01519,10.3616,1,10.9903,27.1554,55.4038,67.0276,105.179,142.595,156.613,151.047
0.661,0.103989,10.2474,0,0.376871,3.34182,12.7588,15.3853,36.3835,55.9042,77.6427,55.9629
1.027,1.02525,9.81647,1,1.18321,1.58534,3.7158,4.27055,4.06161,4.95069,6.67522,4.80759
0.948,0.973684,9.79724,1,1.07944,1.49638,4.00462,4.36655,4.99485,6.03381,6.95716,5.19279
1.109,1.55185,10.313,1,1.17119,2.37235,6.43096,7.57406,10.9399,14.3827,20.6409,18.068
0.335,-0.354792,10.5218,0,1.21158,23.2373,57.8271,67.4865,113.715,144.864,81.3099,68.0077
0.375,0.46417,9.53671,0,2.0334,25.1522,67.5194,76.1752,136.14,178.092,118.985,101.316
0.348,0.0231051,8.77171,1,1.14836,5.31235,10.5627,11.0985,16.8536,20.3125,14.5107,15.0764
0.22,0.254151,8.82247,1,7.60322,18.3785,23.3631,24.3439,26.2217,27.9953,57.3596,47.9729
0.474,0.250351,9.64212,1,5.32054,17.2528,31.0152,36.8773,41.575,47.5301,78.7827,76.8168
0.853,1.09395,10.2455,1,0.54319,2.05271,7.57958,8.44977,15.536,21.8071,25.8164,18.7896
0.22,-0.275578,8.48163,1,2.49767,7.53353,10.5891,11.2002,12.1938,11.9886,8.81699,6.46882
0.746,1.52304,10.1629,1,4.16815,9.50943,19.5934,19.422,26.9741,32.285,38.4784,27.6265
1.027,0.338216,10.4032,0,0.290181,0.898631,5.90762,7.76294,17.947,27.0558,40.6358,36.5108
0.628,-1.07538,10.1206,0,0.280066,2.1704,7.92101,9.22097,20.9659,29.4556,30.146,21.2966
0.335,0.242266,10.0941,0,1.43656,22.8155,61.1538,70.473,129.347,170.935,96.1642,79.2496
0.661,1.0092,10.4963,0,1.78879,8.35903,29.3979,35.474,67.7009,93.034,115.088,75.8975
0.116,-0.722002,8.20164,1,5.1139,18.6081,29.9164,31.6216,35.0473,33.7087,33.1854,23.3217
0.051,-2.01306,7.40475,0,1.16385,3.972,6.01815,6.4281,6.87619,5.42002,2.61695,1.79343
0.361,-0.292516,8.88846,1,0.762421,2.66029,3.91593,4.08623,4.09741,4.28965,2.82944,2.1055
0.161,-0.502216,8.3135,1,2.06489,6.40322,8.72427,9.42436,9.85889,9.90061,5.2954,4.4422
0.348,0.389359,8.91691,1,2.92766,9.57792,16.554,15.7128,21.9476,24.033,15.5806,14.7556
1.548,1.46261,10.2789,1,0.621803,1.0843,2.07436,2.59769,5.26379,5.27565,6.72564,6.92004
1.13,0.939746,10.2021,1,0.809999,1.3667,4.06916,4.461,6.70998,8.9963,13.0465,11.6421
0.746,0.762196,9.71251,1,0.889371,1.98599,4.73425,4.54789,6.63722,8.16729,8.2219,5.22344
0.389,-0.292046,9.47858,0,0.335478,4.04692,10.0032,11.3135,18.8345,23.5752,15.4731,12.3473
0.661,1.23223,10.3604,0,2.11547,7.74079,22.1221,26.0266,49.0517,76.5943,228.631,345.413
0.094,-0.0589207,8.64649,1,38.2789,96.4016,150.197,167.921,201.594,193.6,240.75,172.54
0.948,1.06109,10.9852,0,0.321779,3.32298,19.8238,22.8302,46.1156,63.2832,74.7996,51.1429
0.389,0.728747,9.97225,1,4.14216,19.0484,40.2164,49.2343,73.8854,94.8596,78.5965,79.4045
2.14,0.95088,10.2514,1,0.312065,0.669478,0.836985,0.75417,2.24778,3.45762,1.8559,2.30704
0.474,0.313611,9.38602,1,1.69342,4.68155,7.66078,8.85025,8.81519,9.81841,6.86781,6.53871
0.361,-0.377655,9.47751,0,0.291696,2.94429,6.10716,6.59944,9.01159,11.2755,5.66872,4.48951
1.173,1.3897,9.80389,1,1.43949,1.96939,3.74171,3.59794,3.76364,4.96115,4.79251,5.48248
0.375,0.385153,9.30073,0,2.07593,20.059,52.2917,59.9744,109.261,143.731,110.158,95.9061
0.094,-0.661544,8.26313,1,7.30288,16.8876,22.0779,23.4755,24.1185,21.4578,15.0847,12.0236
0.519,0.234741,9.23729,1,1.05511,3.04796,5.14447,5.84834,6.38694,7.72625,5.67439,4.3299
0.348,0.137892,9.30473,1,1.38927,5.79256,10.7102,10.708,13.8499,15.868,10.632,9.15544
0.612,0.25009,9.95769,0,0.606671,3.19393,8.75217,9.98999,18.1992,24.2505,23.3247,16.5748
0.928,0.372289,10.5822,0,0.0827103,1.04542,7.73526,9.22055,25.5454,41.5938,76.5481,55.777
0.375,0.467062,8.79389,1,2.76995,4.23106,5.30284,4.34796,4.77329,5.55004,2.87348,2.43967
0.22,-0.489911,8.48634,1,1.35221,4.93941,7.91211,8.12215,9.99702,10.0768,5.61271,4.56277
0.01,-4.66739,4.1047,0,0.57111,1.38214,4.14884,5.50316,8.21872,10.9269,68.9138,56.5042
1.449,1.93486,10.2567,1,3.83562,4.86179,7.36429,9.81328,11.0124,10.6405,15.9248,16.1545
0.161,-0.035613,9.206,0,8.63365,69.3777,162.863,183.748,292.337,329.937,217.713,176.235
0.948,0.870057,9.96475,1,0.73113,1.41628,4.78052,4.97495,7.05995,8.65828,11.7587,8.67086
0.967,1.36241,10.4594,0,0.334387,1.63557,8.45665,9.99804,25.7021,38.2525,62.1432,53.1652
0.612,0.717835,10.1427,0,1.0464,6.75828,23.8016,26.9978,49.5905,63.9785,67.9291,49.1853
0.909,1.3558,10.0059,1,2.87764,3.95265,8.56512,9.81732,9.30692,10.9243,11.8106,8.47566
0.661,0.494453,8.79641,1,0.706314,0.930557,1.31984,1.03186,1.29136,1.38641,1.83688,1.28187
0.872,0.940044,9.86728,1,1.09989,1.86528,5.32882,5.98837,6.99862,8.5188,9.85122,7.50468
1.239,1.2371,9.43563,1,1.39644,1.30438,2.05582,1.90606,1.56764,1.54972,1.55368,1.20036
1.152,-0.807677,10.8117,1,0.179015,0.953515,7.15817,9.04372,25.8981,43.5373,91.4783,81.2816
1.152,-1.06476,10.6611,0,0.167607,0.827067,5.50981,7.495,15.9827,24.4654,41.3664,36.0734
0.853,1.18676,10.0165,1,0.775202,1.96419,6.16057,6.76419,12.7534,17.7689,21.5228,15.6919
1.261,0.912547,9.91096,1,0.706301,0.843668,2.134,2.20847,2.59764,3.04928,3.29567,3.06772
0.504,0.547346,10.3387,0,0.930568,17.1219,66.1479,77.6919,161.492,209.786,244.73,178.253
0.335,0.20653,9.30112,0,1.56386,10.2832,23.6952,26.6999,44.7621,57.5186,36.0251,32.3955
0.817,0.512895,9.96119,0,0.186116,0.671254,3.03342,3.10823,5.47289,6.92849,6.27234,3.81826
0.645,-0.965154,10.2229,0,1.16398,5.54081,16.2845,19.4151,33.5987,44.6944,50.7256,33.9513
0.094,-1.03609,7.94971,1,2.95794,9.61546,14.5725,15.3328,15.6985,13.1703,9.06389,6.28739
0.948,1.17149,9.59925,1,0.989147,1.53549,3.62702,3.83112,5.24442,5.98577,8.90236,6.30885
0.46,-0.488539,8.9287,1,0.492883,1.56362,2.34126,2.53435,3.03253,2.76921,1.94736,1.32366
0.474,-0.490481,9.5357,0,0.0784081,1.72177,6.14377,7.49872,15.599,21.0349,20.6685,17.0593
0.474,-0.477571,10.4118,0,0.296333,7.38159,23.0641,25.9663,45.1421,56.3859,46.4649,36.0261
1.047,1.64793,10.5583,1,1.14573,2.81753,11.1255,13.4559,25.3372,38.7489,60.4942,49.9893
0.763,0.597858,11.0518,0,0.326778,5.02087,27.9026,33.6838,61.7224,84.0609,91.6627,56.7714
0.799,1.36514,10.7086,0,0.241468,2.86219,13.7712,16.3276,42.1434,64.854,82.3913,71.111
0.781,0.668891,10.5609,0,0.136458,1.76225,9.6296,11.829,23.4,32.326,40.7589,25.1352
0.348,-0.12523,9.19813,0,0.724903,5.67333,13.0429,14.2497,25.868,36.7552,25.2345,28.0054
1.068,1.37318,10.1742,1,0.276061,1.14325,4.13292,4.95111,9.02752,11.7903,14.308,10.5839
0.083,-2.17122,7.1934,1,0.381035,0.886461,1.02436,1.072,1.4559,0.492572,0.450038,0.152376
0.948,1.42501,10.9792,0,0.25938,2.39318,13.6028,17.0329,34.8769,48.352,59.578,42.4703
0.853,1.36314,10.3895,1,1.6608,4.18023,13.3551,14.2417,23.2318,31.6644,38.6088,26.9178
1.239,0.30294,9.71063,1,0.388143,0.487234,1.38978,1.43046,1.85573,2.5195,2.65596,2.2147
0.01,-3.60218,6.10451,1,1.79994,4.5747,6.11753,6.47744,5.62872,3.87405,2.42111,2.2123
0.127,-0.169721,8.6936,1,14.6559,46.0714,70.7632,76.1808,88.9135,90.6182,93.0208,68.6949
1.353,-0.399601,11.1032,0,0.0487018,0.633337,4.91124,7.85316,23.2314,34.3575,68.7737,65.9913
0.335,-0.421151,9.83649,0,0.419647,6.83796,18.3627,21.7828,35.6933,46.5631,28.5088,23.3748
1.988,1.71232,10.3715,1,0.316628,0.489121,0.989379,0.953953,4.04583,6.57405,18.4581,26.526
0.335,-0.0976026,9.7706,0,0.616779,8.69749,23.1505,28.9578,48.8351,63.0439,51.657,32.2906
0.389,0.625926,9.72497,1,3.78036,12.9191,23.9222,27.1824,33.162,40.5138,31.4128,31.3992
0.348,0.233876,9.5015,1,1.34323,5.83986,11.5766,11.9949,16.7881,21.0717,12.052,11.7417
1.217,0.33866,10.0363,1,0.519602,0.836646,2.41181,2.74977,3.6919,4.21611,4.87644,4.09899
0.321,-0.263248,8.46679,1,1.20764,4.35879,7.46653,7.98719,10.0984,11.8191,22.898,18.5812
0.781,0.631534,9.6789,1,0.48422,1.2571,3.46819,3.53619,4.68343,5.69663,6.56276,4.54231
0.928,0.508934,10.1011,1,0.296606,0.982013,4.10443,4.75954,8.75974,12.0701,13.8992,10.1408
1.047,0.518519,10.8527,0,0.0809014,0.970307,6.9037,8.73263,18.8198,26.4497,34.5363,25.3038
0.694,-0.217997,10.5362,0,0.0749838,2.11207,10.1246,12.5313,23.6373,31.3505,32.5028,20.5793
0.817,0.903499,10.2901,0,0.254454,1.34251,5.82317,6.20762,12.078,15.7247,14.3236,10.4281
0.612,0.130136,10.1508,0,1.14563,6.03046,15.4063,17.1798,30.505,40.0798,42.0293,32.121
0.948,0.414794,10.3947,0,0.147131,0.73975,4.31585,5.24592,10.5253,14.6426,19.044,12.592
0.348,0.221416,10.1754,0,0.776131,11.1058,28.418,33.3462,55.0845,69.7462,37.8113,30.6311
0.817,1.07542,10.4014,0,0.456712,2.19191,9.21546,10.7129,19.1279,26.314,30.1895,20.0744
0.348,0.339741,9.11401,1,2.43892,9.83945,19.2175,20.1024,27.4949,33.1899,20.4073,18.8044
0.549,0.162189,9.14699,1,0.814006,1.80701,2.62434,2.49066,3.14536,3.1584,2.32334,2.19887
0.22,-0.718762,8.53946,1,0.815555,2.83966,4.37385,4.47203,4.91123,5.21891,3.27812,2.64209
1.217,1.37082,10.3105,1,1.38637,2.27683,5.73467,6.27341,8.57713,10.4455,12.853,12.4648
1.195,0.522825,10.4871,0,0.43328,1.02443,6.71578,9.30177,27.0751,42.4243,76.8618,66.1036
0.335,0.578114,9.58726,0,4.53294,31.3181,73.7522,80.5673,130.409,164.288,111.364,99.7721
1.088,1.66219,10.9203,0,0.31888,2.13006,12.3605,14.6087,39.671,64.4422,103.814,78.2891
0.661,-0.130801,9.88383,0,0.530509,2.12274,6.91078,8.42928,13.9668,18.2388,19.2578,13.4789
0.928,1.19385,10.9412,0,0.452218,3.48533,19.7524,23.048,44.7827,61.7698,82.0289,55.2377
0.628,-0.500268,10.0564,0,0.636578,3.77698,10.7423,12.9632,24.7835,34.4009,38.5191,27.8975
0.335,0.112046,8.97803,1,2.28745,7.5882,11.5528,11.3493,12.937,14.5132,11.9686,9.98271
0.321,0.624742,9.51542,1,5.39737,15.6479,25.0229,24.4138,27.729,31.3929,20.5629,19.2365
0.781,1.07634,9.84174,1,1.27478,2.69292,6.22783,6.20233,8.81189,10.7243,11.7397,7.81061
0.361,0.480489,9.8903,1,1.5751,27.4415,91.6667,111.146,280.025,414.37,407.548,387.332
0.799,0.58269,10.0773,0,0.047108,1.01571,3.99956,4.71596,7.42137,8.66434,12.0763,13.3338
0.335,0.113272,9.86543,0,1.61557,20.572,52.8844,60.8709,108.538,141.351,87.7967,73.1546
1.068,1.11963,10.2242,1,0.909789,1.62924,5.31591,5.58108,8.93287,11.6983,16.3065,12.8799
0.948,1.09202,9.9969,1,1.43133,2.01542,5.57176,6.32493,6.32279,7.64889,8.64514,5.96573
0.781,1.11357,9.76833,1,2.56205,3.2637,6.06406,6.69754,7.73053,7.80825,9.44897,6.112
0.041,-3.40931,5.03642,1,0.347459,0.376186,0.511158,0.868365,1.66369,1.60388,6.18315,5.76903
0.375,0.57154,9.42291,1,3.63332,16.0211,33.2487,34.8287,49.8285,61.5088,42.7439,41.4293
0.534,0.621931,9.73092,0,1.40117,7.42826,19.0815,22.3998,34.7562,42.7725,38.3335,29.0999
0.127,-0.082041,8.68087,1,13.3936,41.9972,64.3074,70.9647,83.148,84.202,72.0686,54.192
0.348,-0.399577,9.83767,0,0.514817,6.04681,14.2047,16.2032,24.1466,29.6441,15.1308,11.6608
1.109,1.05726,10.1253,1,1.58003,2.96602,7.71542,9.54105,13.9718,18.794,32.1769,23.1696
0.348,-0.477857,9.60705,0,0.339241,3.91361,8.88779,9.57368,13.6415,17.2739,8.97682,6.16903
0.389,-0.203637,8.66635,1,0.620103,1.9903,2.91111,3.1969,3.59211,4.16841,2.38092,1.69879
0.835,0.32699,10.487,0,0.0683887,0.993976,5.66645,6.97398,13.5689,18.8032,22.4704,14.9259
1.088,1.68368,10.3076,1,0.801142,2.28905,6.85764,7.01041,12.9211,18.2864,24.926,20.5388
0.853,1.24397,10.1066,1,1.9006,3.57987,9.15661,10.2129,12.2568,14.8931,17.6032,12.0829
0.909,0.22506,10.2737,0,0.0918343,0.948276,5.02974,5.71943,9.07997,9.46078,14.9764,15.6844
1.047,1.5083,10.5283,1,0.879364,2.49585,10.0603,11.8076,21.1759,31.433,48.285,39.7469
0.967,1.23488,10.6731,1,0.231251,1.11894,8.38994,11.4915,32.7948,54.2976,88.4423,65.4487
0.375,-0.407909,9.59767,0,0.182129,2.79414,6.62978,7.30041,11.1769,13.5641,7.57125,6.24066
0.967,1.01123,9.96368,1,0.664112,1.31002,4.21597,4.69586,6.54751,8.18908,10.3262,7.79037
0.361,-0.255499,10.3164,0,0.424707,9.49244,25.4272,29.2173,47.8458,60.1995,31.2236,25.8193
0.612,0.626686,10.3229,0,1.49766,8.19796,22.1256,24.6695,44.9948,59.5006,61.14,45.4257
0.967,1.12704,10.075,1,2.09479,2.82913,7.30956,8.31582,8.00238,9.55443,11.498,7.35234
0.519,-0.0339218,8.73428,1,0.427549,1.04718,1.72899,1.8604,3.2601,4.13345,5.05451,4.90541
0.612,0.922972,10.3346,0,1.98745,9.92178,32.0949,37.5662,73.0569,100.008,147.994,129.576
0.612,-0.0866254,10.5532,0,0.365429,6.37046,21.6708,25.1371,41.4904,51.9562,49.1766,32.6341
0.661,-1.23501,9.80752,1,0.549393,1.90858,5.02402,5.87645,8.73465,10.8367,10.017,6.9004
0.335,0.15925,9.19685,0,2.10582,11.1938,23.3623,25.3166,36.7451,45.4352,41.3482,40.24
1.449,1.1112,10.0966,1,1.05118,1.38175,2.63865,4.14623,5.89168,7.065,10.2617,11.8896
0.321,0.330102,9.29266,1,2.64536,10.2577,17.4663,18.0647,22.4694,26.8648,16.3951,15.2387
0.361,-3.67361,8.92183,0,0.0351751,1.03741,2.73253,3.14014,5.08877,4.87581,27.2771,25.2886
0.375,-0.050677,8.56845,1,0.974645,3.28994,5.36461,5.08764,6.5274,7.07794,4.78113,2.91737
0.645,-0.061914,10.3732,1,2.21108,8.37354,22.0018,25.7285,42.0102,56.0415,56.2798,39.4368
0.232,-0.361485,9.13907,0,3.25039,17.4681,34.7148,37.3875,60.5161,78.6671,86.1002,90.6998
0.729,1.30806,10.049,1,4.19158,7.68711,14.2715,15.1199,19.1626,23.5171,25.6634,17.5769
0.335,-0.527607,9.58535,0,0.415388,7.55166,18.2072,21.4458,35.5691,45.5111,35.212,31.1531
0.01,-4.32014,4.32824,1,1.12081,1.88659,3.66927,3.05552,4.61288,4.62597,9.18675,10.5122
0.799,0.854359,9.96144,1,0.830499,1.97133,5.65209,6.51819,9.43741,11.7045,12.8686,8.27641
0.417,0.0969833,9.19374,1,0.764179,2.45343,4.07669,4.23865,4.83782,5.6916,3.052,2.34501
0.928,0.816247,10.614,0,0.231832,1.17381,7.19101,8.31764,20.2196,30.111,38.7066,27.5342
0.909,0.417194,10.4173,0,0.0762708,0.798928,4.67123,5.52222,9.54706,13.035,15.8508,10.8162
0.361,0.135106,9.02964,1,1.96076,6.68999,9.86943,10.5163,11.1062,12.4667,10.06,8.64031
0.375,0.368822,9.1939,0,1.44554,9.29952,22.4554,25.6943,42.8004,54.6398,38.6654,37.6125
0.909,-0.0771738,10.7267,0,0.0740641,1.31986,8.51115,9.53549,17.7011,24.0982,30.0594,21.2192
0.612,0.690676,10.3347,0,0.571475,5.32235,16.5404,20.0485,40.3153,56.3195,59.7002,43.2627
0.853,1.09112,10.3796,0,0.316522,1.89803,8.22563,9.85162,20.6469,30.8425,44.6767,32.3232
0.781,0.860466,9.70866,1,1.15736,2.05963,4.69403,4.82929,5.54682,6.22167,6.23561,4.31196
0.928,1.06571,10.613,0,0.362357,1.93368,10.173,12.0151,25.3293,36.1203,47.4777,29.8601
1.261,0.968625,10.1034,1,0.798478,1.23997,3.10951,3.28618,5.08566,5.249,7.01311,7.21301
0.361,0.0173789,9.40537,1,0.535038,6.78438,21.6056,25.6624,63.3964,97.3754,82.987,78.6534
0.348,-0.0552464,9.58604,0,0.583069,4.72562,11.3191,12.2232,18.7091,23.3332,13.2582,11.841
0.232,-0.05202,8.73119,1,2.71177,7.92199,10.8938,10.7452,13.1379,14.53,9.02784,8.21368
0.474,-0.015528,9.94677,0,0.417099,3.90857,12.4921,14.8771,30.1869,39.8043,36.085,28.5347
1.195,-0.442804,10.5435,1,0.256128,0.771128,4.6145,6.40513,18.4668,31.7894,79.6572,78.4859
0.519,-0.535897,10.8271,0,0.470534,13.8107,52.0736,60.1065,114.454,144.926,164.456,121.106
0.612,0.110849,9.62186,1,0.862503,2.47189,4.86435,5.10298,6.53689,7.17419,5.74646,4.72249
