redshift,log_sfr,log_mass,is_star_forming,u_flux,r_flux,zpp_flux,yhsc_flux,h_flux,ks_flux,splash1_flux,splash2_flux
0.661,0.900875,10.4016,0,1.59045,8.03728,26.1262,31.1387,55.0997,72.9278,87.9753,59.9507
0.817,1.13623,10.0632,1,1.48589,3.04393,8.48939,8.81065,12.9985,15.8597,17.1766,13.3356
1.047,0.365532,10.8192,0,0.0871823,1.06135,7.35846,8.94962,19.4768,26.8552,38.7238,28.7734
0.661,0.213333,10.2808,0,0.57027,3.51964,12.7917,14.7904,28.2537,38.9692,40.4622,26.9305
1.088,0.81965,10.58,0,0.203916,0.787936,4.79902,5.39898,12.4063,17.9735,23.2417,16.5777
0.348,-0.552932,8.49298,1,0.450949,1.1098,1.61279,1.31157,1.72332,2.28794,3.01891,1.72027
0.781,1.30097,9.86835,1,2.55649,4.91727,10.6947,9.62537,13.9472,11279.331380533078,18.4263,12.8293
0.711,0.876642,10.2825,0,0.700466,4.05847,16.3579,19.6074,36.9242,51.0016,57.5669,36.4723
0.89,0.794041,10.7179,0,0.449273,2.51763,14.0664,16.0137,31.8859,43.0273,57.3168,39.9889
0.909,0.34511,10.311,0,0.0904645,0.793402,3.9555,4.25594,8.86777,11.8406,13.32,8.0834
0.628,-0.0403318,9.65452,1,0.979836,3.09606,6.13554,6.41772,9.08265,10.4925,9.10417,6.71503
0.361,0.328499,9.15374,1,2.25204,7.28735,10.9398,11.3435,13.2141,15.3434,15.89,14.7409
0.041,-3.04596,5.53578,1,0.413646,0.69638,1.6576,3.77811,4.94454,6.44011,23.4825,22.056
0.375,0.43544,9.88891,0,2.46405,35.2851,81.7533,92.4098,147.312,186.12,146.246,120.64
1.217,1.23143,10.0393,1,1.27956,1.57685,3.71987,3.52957,3.5416,4.09953,4.76086,3.9087
0.89,1.31591,10.3067,1,1.04775,2.78634,9.78993,11.0896,20.2163,28.3862,40.7262,29.6617
1.047,0.604833,10.9269,0,0.162454,1.6431,10.6039,12.978,26.1736,36.9482,55.5052,41.6702
0.909,0.463481,11.0008,0,0.109026,2.0106,15.4399,19.3327,47.4359,68.6555,106.78,74.0433
0.645,-0.48677,10.148,0,0.413808,2.98615,10.072,12.3854,27.0013,38.3484,46.4028,31.5067
0.612,0.719733,10.3968,0,1.28792,7.25883,25.1431,29.3745,54.8869,73.4977,75.3502,52.0904
0.474,0.17365,9.83629,1,1.47304,6.21413,13.0567,15.5647,20.5002,16908.878580566838,19.2261,18.2834
0.645,-1.44419,10.3797,0,0.141344,2.38756,10.2489,12.1501,24.4512,33.5945,34.337,21.8787
1.007,-0.0523802,9.62557,1,0.163237,0.352776,1.35909,1.39053,1.96358,2.10658,4.78627,3.64807
0.58,0.139758,9.51538,1,0.542289,2.00497,4.12924,4.31952,5.7405,7.05523,5.43938,4.23697
1.284,1.23568,10.2011,1,0.559535,1.00149,2.59466,3.24332,5.2758,6.35905,7.76884,7.01843
0.348,0.101818,10.0454,0,0.8815,10.8742,24.497,27.9261,37.9814,46.317,23.9678,18.0011
0.389,0.233476,10.0569,0,0.379853,7.00747,17.5118,19.8715,30.4183,38.2601,22.4639,18.2211
0.03,-3.39545,5.69981,1,0.203687,0.38595,0.538329,0.503549,1.40312,1.12708,0.811409,0.336037
0.948,0.814147,9.74589,1,0.632612,1.04832,3.1039,3.51808,4.04482,5.22174,6.34295,4.84912
0.596,0.646149,9.55677,1,1.52862,4.26497,8.65193,9.01218,12.6231,10414.359117916103,14.461,10.18
0.711,0.962652,10.0186,1,1.63497,4.47022,10.6408,11.9648,17.5848,21.6945,24.8783,17.3191
0.22,0.478819,9.3542,1,19.0426,80.384,141.156,157.602,213.656,247.586,238.334,227.511
0.375,0.347444,9.47827,0,0.784483,7.01526,18.3736,21.1723,39.2742,53.6263,30.7935,27.582
0.22,-0.110072,8.86417,1,4.95152,16.6748,26.0068,28.6316,33.63,37.0086,32.8342,26.8248
0.928,1.18828,9.89303,1,1.32143,2.45914,6.46173,7.62876,8.22171,10.2586,15.2005,11.3374
0.729,0.865565,10.0736,0,0.515897,2.53743,8.61955,10.1078,18.3956,24.7249,30.7225,20.1037
0.746,0.680592,9.75725,1,0.436824,1.4455,3.87794,3.84479,6.25513,6.7643,6.35031,4.03695
0.694,0.02572,10.6765,0,0.129522,2.9405,13.6364,16.1191,29.9849,39.1998,38.649,24.5601
1.047,1.3042,9.9499,1,1.30546,1.9676,4.82556,5.21749,6.47489,7.91536,9.23176,7.39987
0.375,-0.114336,8.95869,1,0.293571,3.52573,10.6218,12.3527,25.9939,37.5977,30.2545,25.6357
0.375,-0.208315,8.92429,1,0.796787,2.66028,3.61628,3.75571,3.58628,3.74195,2.32665,1.55241
0.628,0.612057,9.84917,1,2.08077,5.28706,9.00019,9.15616,11.1458,12.5911,10.517,7.25661
0.489,0.0968239,10.641,0,0.533985,9.69497,34.2931,39.8499,82.3753,106.511,88.9356,65.757
0.094,-2.57573,7.72112,0,0.38688,1.29683,1.88698,1.90238,2.09623,1733.2021855040175,0.753079,0.527135
0.909,0.521748,10.84,0,0.157678,2.05311,12.09,14.6746,31.9674,44.7516,58.3427,39.6811
0.928,0.961127,10.3396,0,0.574014,1.48852,6.59125,7.8906,13.4003,18.7076,25.0688,18.1508
0.375,1.01417,10.4393,0,2.7151,29.7936,81.3812,92.0339,173.788,157492.36138975673,163.494,133.161
0.389,0.16937,9.15374,0,1.12279,6.55384,15.8347,18.4114,31.5527,42.5874,35.6388,34.7338
0.22,-0.275578,8.48163,1,2.49767,7.53353,10.5891,11.2002,12.1938,11.9886,8.81699,6.46882
1.195,0.93103,11.0777,0,0.35441,1.27681,8.66258,11.9951,26.0732,37.7108,58.2325,49.2402
0.612,0.511605,9.61451,1,1.16813,2.56101,4.63523,5.07104,5.69728,7.05825,4.92278,3.59557
0.232,-0.136197,8.96901,0,2.72811,16.1358,33.7451,39.2338,60.3351,74.5537,59.4659,50.4973
0.208,-0.873743,8.94038,0,0.66594,4.80509,10.0111,10.6907,16.5503,19.5751,20.745,20.8505
0.612,0.577092,9.66552,1,1.31513,2.99092,5.81857,6.22023,7.30108,8.35892,5.77713,5.09899
1.047,0.726816,10.8754,0,0.0845959,1.13596,7.49442,9.40185,18.4552,25.8663,34.8822,25.7831
0.46,-0.224885,10.0888,0,1.2825,16.4962,44.3158,52.5805,94.5324,123.144,115.324,101.133
0.504,0.42912,10.1274,0,1.3541,8.69709,23.6247,28.7878,51.642,46963.967617646784,59.0576,50.2516
0.389,0.25166,9.30606,0,1.29377,7.55102,17.5018,20.6832,32.3054,44.1233,39.0972,43.5257
0.116,-1.19035,8.04665,1,2.94386,9.32525,13.4357,14.5218,15.4789,13.9213,16.6372,12.4192
1.13,1.44833,10.7698,0,0.13139,1.01261,5.50634,7.381,17.8337,18869.679809787744,38.5318,32.6532
0.27,-0.469802,8.25158,1,0.838,1.76341,2.09908,1.90776,2.12159,2.04632,0.970771,0.681061
0.628,-0.426324,9.60695,1,0.41772,1.74914,3.60362,4.01034,4.32752,4.27268,2.32493,1.83028
0.519,-0.272607,10.0948,0,0.493988,6.94197,20.3865,23.5161,43.6072,59.8417,72.5532,50.8643
1.284,1.06042,10.1353,1,0.905804,1.30428,3.09688,3.08112,4.95544,5.87281,7.02221,6.7075
0.729,0.840014,10.1248,0,0.12928,1.47111,6.49019,7.44215,17.6921,26.4657,29.3453,19.737
0.348,-0.529468,8.86595,1,0.550566,2.1856,3.4255,3.58035,4.3219,4.94142,2.66274,2.05542
0.375,0.0263245,9.64946,0,0.200191,2.824,7.97432,9.43261,17.3507,22.278,15.4712,12.7468
1.109,1.17329,10.3555,1,1.40159,2.46801,6.98971,7.87208,11.0017,14.6866,19.7677,17.8597
0.282,0.236689,8.93447,1,3.60847,9.30371,12.084,12.4847,13.8574,15.1502,8.63194,7.42142
0.348,0.330533,10.4446,0,1.86208,26.6173,62.6682,72.2642,112.272,138.847,80.5931,67.0174
1.109,0.945864,10.5921,0,0.285979,0.973811,5.15409,6.12581,13.0311,17.6519,24.8651,18.2112
1.047,1.64816,10.2938,1,1.71197,3.33827,8.79938,10.1223,14.6356,20.1574,28.7745,21.402
0.853,1.18866,10.1776,1,1.22788,2.91195,8.77585,9.77835,15.6826,21.3382,26.9218,19.2499
0.361,0.356409,10.4785,0,1.05,18.8369,47.2134,54.9963,90.3757,80626.3865628723,65.4462,58.8677
0.661,-0.676455,10.3406,0,1.25406,6.40478,21.7955,24.837,50.2964,68.3979,85.7009,57.6108
1.217,1.36645,10.3307,1,1.25461,2.11277,5.53294,6.26348,9.39858,8554.531254641843,17.2521,17.5012
0.967,1.07593,10.4098,0,0.294871,1.17933,5.80198,6.82585,13.635,20.0915,27.3967,21.8107
0.628,0.102535,10.0123,1,1.45217,5.16017,11.5429,12.9234,18.8955,23.5087,24.9463,17.6284
0.22,-0.265995,8.83926,0,1.78918,13.4107,31.1741,36.9501,66.7469,82.8542,51.1868,46.5101
1.195,-0.671548,10.6227,0,0.210533,0.980317,5.94558,7.64913,16.411,18196.78258127598,46.5451,47.3619
0.596,1.03098,10.3854,1,2.49166,12.6152,30.6123,34.7448,57.3869,73.3782,73.1336,52.5901
0.781,0.28959,10.6529,0,0.0879889,2.22565,12.3437,14.9679,29.8758,29327.40388584434,49.142,30.8371
1.284,1.06389,10.5738,0,0.270765,0.788131,3.12825,4.29109,10.9381,15.5309,25.6644,24.4815
0.375,0.233376,10.7388,0,1.33739,32.3279,89.5336,103.682,186.224,239.296,168.819,140.786
1.007,-0.581315,10.6887,0,0.523745,1.85688,10.4942,11.5841,19.3259,25.0668,33.618,25.2164
0.375,-0.143039,9.61727,0,0.208487,2.62138,7.84345,9.36553,18.3,23.5044,19.2481,14.2193
0.504,0.512882,9.65724,1,2.42519,9.30703,17.4293,20.006,23.5688,19562.17940962155,24.5078,20.8123
0.645,-0.411463,10.0599,0,0.526863,2.50088,7.35701,8.58042,16.8062,22.1116,21.983,14.0721
0.375,0.11861,10.1048,0,0.654882,9.60634,22.2448,25.0835,36.8683,45.7312,28.0955,21.9689
0.504,0.694759,10.001,1,3.17985,10.4165,21.4714,27.507,37.7623,46.1323,40.0644,37.258
0.348,-0.0140078,9.54824,0,0.559198,4.87304,10.0909,11.3586,15.2728,17.1788,10.9747,7.9175
1.027,1.20224,10.1361,1,1.94896,2.91391,6.91101,7.53203,8.90197,11.3239,14.7883,11.7798
0.196,-0.661761,9.02409,0,1.89013,15.3988,35.5532,40.821,70.7418,85.5153,55.7069,45.1528
0.612,-0.725429,10.2853,0,0.220669,2.76958,10.6554,12.5756,27.4318,38.8892,37.748,27.4355
0.196,0.0869641,9.33098,0,8.60551,50.5546,109.512,124.335,200.025,231.698,193.235,169.401
1.239,-0.569702,10.724,0,0.239144,0.790243,5.2282,7.6802,17.1614,23.0668,34.7397,33.3714
0.519,0.87698,10.3571,1,5.71473,23.0139,45.4087,55.8102,76.9528,92.5064,84.3008,77.9639
0.348,0.733625,9.43065,1,6.49827,28.3761,59.2046,63.4958,96.3119,119.659,81.0414,80.258
0.01,-4.26857,5.29223,0,0.613574,0.945253,1.15759,1.44653,0.981937,0.826785,0.782263,0.740144
0.948,0.827847,9.9716,1,0.813879,1.48648,4.45847,4.68059,6.04643,7.61017,8.98486,6.96287
1.088,-0.353112,10.9256,0,0.161767,1.20871,9.20074,11.3003,25.3327,36.5635,54.9626,39.708
0.445,1.1295,9.79984,1,9.88898,22.4068,40.3376,52.9335,47.3623,55.911,45.1892,49.6875
0.22,0.147376,9.01113,0,5.22086,32.0738,70.3709,79.3451,132.781,162.32,115.376,108.977
0.612,0.758389,9.96642,1,2.0644,5.98615,12.6582,13.7946,19.6559,23.2381,21.8445,15.4951
0.565,-0.0418608,10.8303,0,0.499736,12.948,47.1544,54.0274,100.554,130.074,134.4,93.4252
0.474,-0.314837,10.9914,0,0.858652,25.5408,78.8191,91.151,164.891,205.078,166.913,130.307
0.928,1.22099,10.2574,1,1.09864,2.66102,8.03965,8.92874,11.1809,12.1565,12.0811,9.33922
0.711,0.665094,10.8073,0,0.127601,2.44558,16.0752,19.9087,45.0147,63.3949,77.2348,48.2834
0.361,0.0240778,9.03103,1,1.27706,5.14722,9.24408,10.0121,13.0461,15.3033,10.8115,9.05357
0.335,0.508125,9.7361,1,4.05766,18.1708,33.1798,36.3841,46.8239,54.159,39.0444,33.8898
0.403,0.618307,9.19862,1,2.70565,6.58367,9.60041,9.45005,10.2513,11.2775,7.69062,6.45957
0.474,-0.32747,9.8194,0,0.284906,2.54981,6.92414,8.26091,13.5816,11147.191654426922,12.0751,8.67848
0.375,0.278362,9.16078,1,1.43316,5.79251,11.6112,13.3096,17.7617,14653.477684498803,13.6263,12.5071
0.474,-0.936139,9.68759,0,0.146841,2.4354,8.40087,9.41237,20.0843,18888.436035585095,23.3127,17.1724
0.853,1.19055,10.2318,1,0.738959,2.38635,8.59107,8.90467,16.602,22.6492,28.0492,20.2155
0.711,0.796717,9.87267,1,0.803188,2.57745,6.70074,7.59969,13.3694,17.8555,21.3759,14.1096
0.948,1.07056,10.3478,1,0.352132,1.44284,6.40426,7.28212,12.2732,16.1399,18.251,12.0286
0.612,0.354024,10.0179,1,1.06519,4.70366,11.4538,12.6622,22.2664,29.5621,29.039,21.5089
0.417,0.433063,9.25486,1,2.06087,5.78604,8.28973,7.76117,8.54982,9.55312,6.2862,4.7217
0.711,0.436382,9.42686,1,1.03514,2.18162,5.51158,5.99922,8.44549,6683.583628930582,32.6723,22.067
0.817,0.428071,9.63949,1,0.54469,1.12017,3.14808,2.77958,4.21636,4.59515,4.95562,3.44997
0.348,-0.463197,8.57305,1,0.389194,1.55307,2.36786,2.49527,2.56555,3.23567,1.61953,1.28039
0.375,-0.222636,9.166,0,0.536164,3.72651,8.14681,9.28516,14.4769,18.7865,13.5925,11.9661
1.217,1.7859,10.22,1,3.75795,5.24623,9.95858,10.7077,12.7464,15.7331,23.0991,22.3013
0.711,1.09905,9.51297,1,2.51498,4.48295,7.11338,7.3507,8.86038,10.592,9.38898,6.97829
0.348,-0.0659527,8.76829,0,0.943352,5.20087,11.9119,12.5797,22.268,30.7545,26.5881,26.1568
0.348,0.550658,9.20055,1,4.31075,15.0129,26.7468,27.3137,35.9011,43.2093,27.1533,27.9969
1.007,0.838943,9.8848,1,0.377424,0.946362,3.01879,3.20135,4.48652,7.43042,11.741,8.52397
0.361,-0.0250363,9.85418,0,0.467689,6.23402,14.483,16.588,24.2031,29.4231,21.7078,22.405
0.694,-0.000976962,9.83045,1,0.180053,1.29222,4.9678,5.75723,14.1152,24.6825,39.3657,28.3615
0.948,1.15548,9.97329,1,1.54342,2.31081,5.60637,6.36747,7.42495,9.2736,11.125,8.26026
0.116,-1.09931,7.95475,1,2.32574,7.49793,10.8469,11.3977,11.8244,10.8547,9.73894,7.30499
0.105,-1.58241,9.43714,0,6.51326,39.7402,72.8405,78.4213,81.1489,71.7328,70.6669,47.6217
0.375,0.337231,9.02701,1,2.47486,6.33161,9.18371,9.66903,10.2244,11.5541,7.04848,6.4752
0.519,0.308972,10.543,0,0.774657,9.62826,31.2702,36.738,66.7725,83.8542,71.31,51.6221
0.817,0.633439,10.3879,0,0.0529145,1.05922,5.48749,6.76093,14.4515,15258.119174018697,26.4202,17.0614
0.711,0.809264,10.022,1,0.122428,1.54172,7.94785,9.99698,27.9741,44.3025,63.0196,43.1956
1.173,1.30138,10.0578,1,1.39603,1.94004,4.23061,4.71916,5.62115,6.70941,8.70411,7.50184
0.116,-0.73962,8.31638,0,4.74367,29.499,59.721,67.5307,95.9629,91.6567,80.8386,58.5725
0.105,-0.813109,8.14984,1,2.39014,6.43294,9.19057,9.72231,10.2199,9.12611,4.88846,3.90552
0.612,0.432894,10.2919,0,0.656637,5.06427,16.3487,19.2143,35.4248,47.0113,46.9097,31.922
0.694,0.286302,10.3407,0,0.129597,1.78855,7.20853,8.35181,14.742,18.9671,18.405,11.095
0.474,-0.00198524,9.73266,0,0.997667,4.62292,10.1149,11.8465,17.6762,21.8938,16.9626,15.0401
0.403,0.47218,9.19561,1,2.69877,6.1125,9.0,10.2152,8.78453,9.58712,6.78344,6.02389
0.375,0.55322,9.32282,0,3.91979,31.3123,79.1897,89.5629,162.187,210.926,184.616,172.403
1.261,1.06389,10.1198,1,0.759259,1.23649,3.14114,3.655,5.25954,5.11887,5.57828,4.95742
0.987,0.595689,10.6783,0,0.177474,1.22282,8.02201,9.48295,25.9942,42.4199,71.9467,57.3561
0.474,-0.772964,9.58207,0,0.527032,2.73284,5.38286,5.97374,8.42973,10.5594,7.04975,5.03227
1.152,1.33639,10.5559,0,0.345041,1.25021,5.45787,6.47194,13.2346,20.0261,31.3394,26.7428
0.909,1.21267,10.1364,1,1.30453,2.7417,8.66032,9.44688,13.8135,18.2768,22.1407,16.3072
1.284,1.36293,10.0458,1,1.24168,1.69374,3.61247,3.28972,5.28607,5.33585,6.40993,6.26466
0.474,-0.704439,10.2193,0,0.220334,5.14297,14.9859,17.7033,30.1842,38.2833,28.2092,21.8456
0.22,-0.0178776,9.17259,0,4.00609,42.9888,111.045,131.931,265.489,339.289,277.936,235.034
0.335,0.00323882,9.19833,1,1.07607,4.52797,7.81169,8.34816,9.95381,11.6064,6.57829,5.61649
0.909,0.429761,10.9631,0,0.139308,2.19765,14.3862,17.1571,35.1345,48.929,66.2997,48.8357
0.928,1.59462,10.5878,1,2.49811,5.24412,18.549,20.8465,35.3315,35016.322296860686,67.0722,48.4833
0.02,-4.16452,5.52,0,0.186229,0.373194,0.598001,0.804421,1.31067,1.54359,0.522458,0.063811
0.948,0.673701,10.4262,0,0.125598,0.832984,4.69498,5.21866,10.7125,14.3985,16.8435,12.649
0.853,0.702525,10.433,0,0.114661,1.26439,6.77598,6.8534,13.2839,17.0922,17.7539,12.4704
1.217,1.02153,10.5754,1,0.57175,1.38326,5.58594,5.68168,14.8815,16.3536,27.6955,35.5301
1.152,1.30325,10.4605,1,1.83689,2.96256,8.45894,9.37809,12.74,16.7182,24.0996,20.6629
0.909,0.981127,10.3545,0,0.485081,1.78355,7.29598,8.24718,16.4482,23.8388,31.5959,22.6769
0.232,-0.056218,8.76416,1,3.18344,9.54266,13.4335,14.0021,17.0309,18.4145,15.8867,11.1483
0.909,0.547079,11.1775,0,0.0793853,2.23801,18.0307,21.8873,49.6872,72.559,110.931,77.3735
0.361,0.505271,9.05649,1,4.14471,10.8591,16.7716,16.1666,18.6442,20.3838,17.6758,15.4517
0.661,0.128681,10.5462,0,0.0864644,2.28767,11.2852,13.6583,29.9717,40.7784,40.5553,25.2901
0.375,0.247434,9.17748,1,1.35545,6.2565,12.3952,14.446,18.97,23.0408,16.1166,14.4556
0.967,1.34034,10.415,1,1.4649,3.75112,13.3158,14.9467,25.1697,34.8298,55.913,41.8609
0.645,-0.0132969,10.1548,0,0.373524,2.52542,8.86425,10.8312,18.3578,23.7983,19.5776,13.3691
0.196,0.439505,9.15314,1,16.0706,46.3388,65.224,68.0166,76.6125,80.4411,80.5264,62.9224
0.489,-1.04978,10.3851,0,0.249142,5.33649,16.8398,18.9469,32.8006,39.6936,26.929,21.01
0.661,-0.722263,10.3479,0,0.106334,1.6507,7.96692,9.01479,22.1586,31.2476,30.5285,20.7595
0.22,0.279068,9.14987,1,7.99769,44.0183,92.0303,106.243,169.357,145013.8302643531,150.065,139.973
0.534,0.772788,10.4443,0,3.26322,18.3157,46.7666,54.2298,90.5755,111.908,104.426,83.9589
0.375,0.548408,9.35304,1,3.36998,12.8835,24.7506,28.5088,35.2948,41.5566,33.7895,31.658
0.375,0.117176,9.569,0,0.551937,5.67494,14.0771,15.979,24.5354,32.2579,20.5008,18.9505
0.348,-2.62017,8.40152,1,0.0717535,0.679999,0.930606,0.648888,0.763118,0.337753,0.036441,-99.9
0.817,-0.0644071,10.8037,0,0.165509,2.78101,14.3887,17.4181,30.0751,40.8718,54.1595,39.4916
0.967,1.18012,10.5754,0,0.301394,1.83722,9.00827,9.80201,18.2009,24.5729,31.3074,23.9247
0.948,0.802033,9.5457,1,0.729899,1.09533,2.73476,3.10713,5.24786,7.74556,20.5478,24.4636
0.335,0.213594,9.20609,0,1.05834,8.22925,22.7619,25.9271,54.3867,52853.281493761155,48.9428,47.4746
0.041,-2.60188,6.34847,1,0.707773,1.07725,1.34834,1.78269,1.6216,1.50018,1.18334,0.522395
0.661,-0.260624,10.3881,0,0.101279,2.117,10.555,12.6135,30.9683,30971.182591813766,45.9612,29.0967
0.232,-0.909313,9.49551,0,1.01704,9.24919,18.5978,20.5098,27.4927,31.3722,16.3715,12.9475
0.661,0.281849,10.3189,0,1.19381,6.28381,19.2668,22.3433,38.3738,50.423,60.0938,40.4389
0.474,0.119795,10.1893,0,0.709573,11.5861,35.3248,43.3306,81.5772,106.865,100.595,91.3446
0.474,-0.902699,10.4394,0,0.243393,6.10787,19.3698,22.4248,41.6288,52.8024,40.1243,29.6527
0.335,0.204422,8.97365,1,2.13576,7.27168,11.869,11.4042,15.0197,17.0708,11.126,9.20976
0.504,0.11843,8.53797,1,0.618675,0.905742,1.19168,1.28202,0.92647,1.06317,0.761787,0.393168
1.284,0.915572,10.1406,1,0.811293,1.16299,2.90597,3.17929,5.11562,5.51661,6.65574,6.44967
0.628,-0.271008,9.11052,1,0.391113,0.908796,1.68709,1.76868,2.20939,1.77947,1.76968,0.937578
0.335,0.424011,9.47757,1,3.44207,16.3049,26.904,25.2707,30.143,35.9645,24.1381,21.7101
0.661,0.373967,10.0837,1,1.18528,4.13909,11.1046,12.7711,21.7222,29.0481,29.7409,20.073
0.661,-0.977366,10.9929,0,0.208027,6.26565,32.871,39.5763,78.3974,108.871,133.365,84.1148
0.474,-0.924431,10.4753,0,0.346244,9.21803,31.2681,36.0017,76.9129,104.078,99.0376,74.1577
0.127,-0.726577,8.10783,1,3.2669,13.8124,23.0083,24.7547,29.8785,29.469,24.9413,18.1909
1.787,1.58304,10.9276,1,0.504059,1.51271,2.89741,3.18462,9.59822,10.7147,13.6654,14.3344
0.711,1.07112,9.77533,1,0.939515,3.40637,7.079,7.26509,10.1783,11.9809,11.9918,8.70251
0.89,0.591433,11.3,0,0.170909,4.0773,28.9562,34.1135,71.9968,100.292,146.92,102.221
0.661,0.0750101,10.5347,0,0.304129,3.43602,15.7921,19.5333,40.0467,54.3079,64.085,43.6865
0.612,0.36691,10.2761,0,0.561153,5.22821,17.2364,18.9521,43.7111,62.6744,66.9134,50.451
0.375,-0.434746,8.89203,1,0.243101,1.37078,2.93998,3.02475,4.37591,5.2157,6.81926,5.83775
0.967,1.28489,10.3789,0,0.345681,1.60396,7.49792,9.29055,19.3745,18651.44477654412,38.4499,30.6535
0.817,0.639634,10.2314,0,0.136927,0.917403,4.37291,5.4843,10.3255,13.1091,14.5326,9.55973
0.01,-3.2877,6.78883,0,6.727,19.0706,26.1933,27.8713,23.8946,20.7936,10.1214,8.53835
1.173,1.11477,10.0091,1,0.899961,1.28495,3.1577,3.43933,4.20187,5.19744,5.59239,5.07505
0.02,-2.78032,6.70079,0,1.50838,5.29607,8.19317,8.84698,8.73482,6.9401,4.1461,2.21624
0.661,0.558694,10.3392,0,1.02507,5.58043,19.8987,23.8222,46.6642,63.6483,76.5737,51.3697
0.729,0.959768,10.3616,0,0.405159,4.31014,22.7912,28.0459,61.8492,88.6977,118.606,76.4562
0.694,0.482734,9.67031,1,1.07415,2.16726,4.14665,4.07464,4.85986,5.08434,2.65783,1.67589
1.759,1.52547,10.3325,1,0.753904,1.40917,1.9547,2.48826,4.25544,4.84681,4.99366,4.87268
0.208,-1.0318,7.3237,1,0.441219,1.02331,1.83878,1.74007,3.42315,5.2043,11.852,15.7355
0.361,0.177985,10.0055,0,0.539922,8.39845,20.5574,23.8796,36.9534,45.4125,28.8645,23.247
0.321,-0.448713,8.81895,1,0.49883,1.87704,3.21055,3.09252,3.60823,4.11766,2.1571,1.09317
0.694,-0.212442,9.22916,1,0.224526,0.541502,1.12637,1.37675,1.83112,1.8344,1.19852,0.83202
0.853,0.825054,9.79088,1,0.846825,1.60632,4.38759,4.58561,5.73582,6.66084,6.97585,5.48344
0.928,0.725739,10.5318,0,0.177234,0.929963,5.74616,6.48783,14.6936,19.9033,25.9401,17.798
1.195,0.90512,10.6417,0,0.206089,0.951472,5.03994,6.6151,17.157,26.4895,46.3835,42.9823
0.628,-0.915445,9.97519,0,0.143706,1.89847,5.7521,6.63768,8.73674,10.4932,13.0547,8.99188
0.645,0.662236,9.80679,1,2.14534,6.50299,13.4507,15.0399,21.2613,25.4293,23.7277,17.8685
0.519,0.444984,9.3441,1,1.6152,4.31164,7.25262,7.79994,9.18325,10.1431,8.67966,7.45356
0.232,-0.248393,8.75449,1,1.98324,6.75221,10.4467,11.1845,13.1885,13.8805,8.54072,7.41336
1.353,1.60392,10.8556,0,0.507099,1.50716,5.42687,8.01557,20.1212,19623.172399526473,50.2469,52.1004
1.047,-0.192873,10.8431,0,0.173603,1.26489,9.73511,12.6751,27.7484,29557.273420052486,61.0301,46.4652
0.645,0.351692,9.993,1,2.01172,5.95278,12.3915,13.1674,19.1847,24.3987,23.7182,17.4431
0.661,0.202657,10.1917,0,0.436426,2.97441,12.3535,15.2471,29.0087,38.4932,44.9201,34.0536
0.375,0.272256,10.3095,0,0.774378,14.4189,40.4962,47.0762,86.8288,113.886,94.3323,85.4064
0.01,-4.01563,4.58513,1,0.701583,1.10973,2.48233,2.94661,5.20416,6.07292,15.1252,13.9253
0.928,1.41126,10.5352,0,1.40451,4.0975,16.2523,18.3734,36.257,52.8902,86.316,61.7268
0.645,0.430858,10.5758,0,2.00585,11.5237,36.752,42.9062,86.5379,119.622,130.77,90.8513
0.27,-1.28947,10.044,0,1.18836,15.7055,36.0809,40.7363,59.1666,71.4523,35.704,28.0189
0.489,-0.173039,9.71031,0,0.235691,2.09009,7.21483,7.91498,16.8232,23.4388,22.7372,15.81
0.596,0.492333,9.71807,1,1.14181,3.51945,6.76543,7.40458,9.29427,10.9686,8.72036,6.52925
1.173,1.45944,10.8103,0,0.544179,1.88874,8.2703,11.0309,20.2701,27.9797,40.1585,33.6534
0.083,-2.12287,7.22615,1,0.724979,1.36399,3.16193,3.52778,3.68662,4.49908,11.52,9.88879
0.909,-0.326766,11.0244,0,0.245321,2.60713,17.0086,19.6813,36.3767,50.2893,63.8747,44.8928
0.661,-1.40067,10.4902,0,0.0981039,2.29115,10.2506,12.0073,20.7282,27.4639,26.2167,16.22
0.781,0.902397,10.2287,1,0.223081,1.58952,7.06166,8.31803,21.6509,34.3783,45.4173,32.7825
0.361,0.149678,9.6394,0,1.06518,7.1062,14.2482,15.753,21.7165,18405.075404604468,17.131,14.4714
0.661,0.627537,10.6201,0,0.608477,5.46643,23.7337,28.4605,59.2622,82.9531,95.3866,61.8387
0.909,0.488244,10.9548,0,0.108545,1.82014,13.2192,15.4083,34.4602,49.6439,74.4261,49.7121
0.321,0.357616,9.57851,1,2.18587,10.344,21.7438,22.9899,34.0904,41.6785,24.019,23.5527
0.321,0.0987293,9.31147,1,1.72717,7.23258,12.5113,13.8494,16.8809,19.2551,11.5562,9.64933
0.661,-0.210715,10.967,0,0.278219,8.05095,38.2398,47.4717,89.9624,120.952,156.446,101.217
0.948,0.872956,9.83317,1,1.01361,1.47425,3.74216,4.08035,3.95693,4.66508,5.38366,3.80528
1.088,-0.484596,11.1533,0,0.189691,1.71485,15.2042,20.7561,50.0682,78.5551,126.21,103.574
0.208,0.129549,8.97055,1,5.96078,21.3684,35.9387,38.1121,46.1899,49.5848,30.4,24.1746
0.987,0.257615,11.056,0,0.114763,1.6606,12.6136,14.6683,31.7629,46.3399,61.6415,45.8512
1.261,0.851034,10.8513,1,0.220385,0.863935,4.82664,6.55831,22.0259,34.6796,68.0436,69.2756
